"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
brief;182985;;"Nawigacja inspirowana mózgiem w robotach";;"Czy ludzki mózg może być inspiracją dla nowej generacji robotów, które będą w stanie poruszać się w złożonych i nieprzewidywalnych środowiskach? Aby odpowiedzieć na to pytanie, uczestnicy projektu GRIDMAP starają się odkryć tajemnice funkcjonowania mózgu i wykorzystać je do stworzenia nowych algorytmów.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-07-12 17:48:41";http://cordis.europa.eu/result/rcn/182985_pl.html
brief;182985;;"La navigazione ispirata al cervello nei robot";;"Può il cervello umano ispirare una nuova generazione di robot in grado di navigare in ambienti complessi e imprevedibili? Il progetto GRIDMAP sta cercando di svelare i suoi misteri e di tradurli in una nuova generazione di algoritmi per scoprirlo.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-07-12 17:48:37";http://cordis.europa.eu/result/rcn/182985_it.html
brief;182985;;"Gehirn inspirierte Navigation für Roboter";;"Könnte das menschliche Gehirn eine neue Generation von Robotern inspirieren, die in komplexen und unvorhersehbaren Umgebungen navigieren können? Das Projekt GRIDMAP will die Geheimnisse des Gehirns aufdecken und  darauf aufbauend eine neue Generation von Algorithmen entwickeln, um dies herauszufinden.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-07-12 17:48:04";http://cordis.europa.eu/result/rcn/182985_de.html
project;106314;GRIDMAP;"Grid cells: From brains to technical implementation";600725;"Since the invention of the first computers, their speed and computing power have grown exponentially but their fundamental operating principles remain essentially unchanged. Computers are still operating on one or a few central processing units, each with limited interconnect...";FP7-ICT;2013-03-01;2016-08-31;en;en;"2016-04-01 17:11:11";http://cordis.europa.eu/project/rcn/106314_en.html
brief;182984;;"Tejidos con LED integrados avanzan hacia su comercialización";;"La Unión Europea financió un proyecto dedicado al desarrollo de tejidos con LED integrados y orientados a su comercialización, y éste ha fructificado en una empresa conjunta entre dos de los socios del proyecto: Philips y Sioen. Estas dos entidades se han propuesto poner en venta productos nuevos en un plazo de seis meses.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-07-12 17:37:05";http://cordis.europa.eu/result/rcn/182984_es.html
brief;182984;;"Led-embedded textiles soon to reach the market";;"An EU-funded project aiming to develop market-ready light-embedded textiles has completed in the form of a joint venture between two of the project partners: Philips and Sioen. Together they hope to release new products within the next six months.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-07-12 17:37:01";http://cordis.europa.eu/result/rcn/182984_en.html
brief;182984;;"Des textiles à LED intégrées devraient bientôt arriver sur le marché";;"Un projet financé par l'UE voulait développer des textiles à LED intégrées, prêts à la commercialisation. Il a été mené à bien grâce à une entreprise commune entre ses deux partenaires, Philips et Sioen. Ils espèrent commercialiser de nouveaux produits dans les six prochains mois.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-07-12 17:37:09";http://cordis.europa.eu/result/rcn/182984_fr.html
brief;182984;;"Już wkrótce na rynek trafią tkaniny z diodami LED";;"Realizacja pewnego unijnego projektu zmierzającego do opracowania gotowych do wprowadzenia na rynek tekstyliów z wbudowanymi diodami LED znalazła swoje zwieńczenie w postaci utworzenia spółki joint venture przez dwóch partnerów inicjatywy: firmy Philips i Sioen. Wspólnie chcą one w ciągu najbliższych sześciu miesięcy wprowadzić na rynek nowe produkty.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-07-12 17:37:25";http://cordis.europa.eu/result/rcn/182984_pl.html
brief;182984;;"I tessuti con LED integrati sono pronti a sbarcare sul mercato";;"Un progetto finanziato dall’UE si prefigge l’obiettivo di sviluppare tessuti con luci integrate e pronti per la commercializzazione mediante l’avvio di una joint venture tra le aziende Philips e Sioen. I due partner mirano a lanciare i nuovi prodotti entro i prossimi sei mesi.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-07-12 17:37:14";http://cordis.europa.eu/result/rcn/182984_it.html
brief;182984;;"LED-Textilien auf dem Weg zur Marktreife";;"Ein EU-finanziertes Projekt, das marktreife Textilien mit eingebetteten Lichtelementen entwickeln will, wurde in Form eines Joint Ventures zwischen zwei der Projektpartner abgeschlossen: Philips und Sioen. Gemeinsam wollen sie innerhalb der nächsten sechs Monate neue Produkte vorstellen.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-07-12 17:36:56";http://cordis.europa.eu/result/rcn/182984_de.html
project;100762;i-Tex;"Intelligent and luminous textiles";288262;"Driven by advances in R&D and in inorganic light-emitting diodes (LEDs), the Lighting industry is expected to change substantially in the next five years. At the same time, a shift in the value chain from components (LEDs) towards intelligent lighting systems is expected. Thi...";FP7-ICT;2011-10-01;2015-03-31;en;en;"2016-04-01 22:47:47";http://cordis.europa.eu/project/rcn/100762_en.html
brief;182983;;"Le Big data pourrait mieux personnaliser la médecine";;"Considérée comme l'avenir des soins de santé, la médecine personnalisée a encore un long chemin à parcourir avant de remplacer totalement les pratiques traditionnelles fondées sur l'essai et l'erreur. Un projet financé par l'UE a mis au point un ensemble d'outils et de services intégrant tous les aspects légaux, éthiques et scientifiques, pour accélérer son adoption.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-07-12 17:31:29";http://cordis.europa.eu/result/rcn/182983_fr.html
brief;182983;;"Technologia Big Data przyspiesza rozwój medycyny spersonalizowanej";;"Uważana za przyszłość opieki zdrowotnej medycyna spersonalizowana musi przejść jeszcze długą drogę, zanim w pełni zastąpi tradycyjne praktyki oparte na metodach prób i błędów. W ramach pewnego unijnego projektu opracowano zestaw narzędzi i usług uwzględniających wszystkie aspekty prawne, etyczne i naukowe umożliwiające przyspieszenie wdrażania medycyny spersonalizowanej.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-07-12 17:31:37";http://cordis.europa.eu/result/rcn/182983_pl.html
brief;182983;;"Megadati per velocizzare la medicina personalizzata";;"Annunciata come il futuro dell’assistenza sanitaria, la medicina personalizzata ha ancora una lunga strada da percorrere prima di sostituire completamente le pratiche tradizionali basate su sperimentazione ed errore. Un progetto finanziato dall’UE ha sviluppato una serie di strumenti e servizi che incorporano tutti gli aspetti legali, etici e scientifici per accelerarne l’adozione.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-07-12 17:31:33";http://cordis.europa.eu/result/rcn/182983_it.html
brief;182983;;"Big Data für eine schnellere personalisierte Medizin";;"Zwar gilt sie als Zukunft der Gesundheitsversorgung, aber noch hat die personalisierte Medizin einen langen Weg vor sich, bevor sie traditionelle Praktiken, die auf dem Trial-and-error-Prinzip beruhen, vollständig ersetzen kann. Ein EU-finanziertes Projekt hat eine Reihe von Tools und Dienstleistungen entwickelt, die alle rechtlichen, ethischen und wissenschaftlichen Aspekte berücksichtigen, um ihre Umsetzung zu beschleunigen.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-07-12 17:31:17";http://cordis.europa.eu/result/rcn/182983_de.html
project;97572;p-medicine;"From data sharing and integration via VPH models to personalised medicine";270089;"Medicine is undergoing a revolution that is transforming the nature of healthcare from reactive to preventive. The changes are catalyzed by a new systems approach to disease which focuses on integrated diagnosis, treatment and prevention of disease in individuals. This will r...";FP7-ICT;2011-02-01;2015-07-31;en;en;"2016-04-01 15:38:19";http://cordis.europa.eu/project/rcn/97572_en.html
brief;182982;;"La realidad se funde con la ciencia ficción: la plataforma de personificación";;"Seguramente recuerde películas como Avatar y Los sustitutos, con sus impresionantes ideas sobre lo que podría ocupar algún día un espacio intermedio entre la «realidad virtual» (RV) y la «realidad física». Un proyecto financiado con fondos europeos se ha aproximado a esta visión del futuro mediante el desarrollo de una «Plataforma de Personificación» (Embodiment Station), a través de la cual es posible introducir a personas en un cuerpo virtual o robótico.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-07-12 17:31:06";http://cordis.europa.eu/result/rcn/182982_es.html
brief;182982;;"Real life meets sci-fi: the embodiment station";;"Remember the movies Avatar and Surrogates and their mind-blowing take on what could one day bridge the gap between ‘virtual reality’ (VR) and ‘real’ reality? An EU-funded project has moved towards this vision of the future by developing an ‘Embodiment Station’ through which people can be moved in a virtual or robotic body.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-07-12 17:31:02";http://cordis.europa.eu/result/rcn/182982_en.html
brief;182982;;"Quand la réalité réelle rencontre la science-fiction: la station d'incarnation";;"Vous souvenez-vous des films Avatar et Clones, et de leur représentation époustouflante de ce qui pourrait un jour combler le fossé entre la «réalité virtuelle» (VR) et la réalité «réelle» ? Un projet financé par l'UE a fait un pas de plus vers la concrétisation de cette vision, grâce à une 'Station d'incarnation' avec laquelle on peut intégrer une personne dans un corps virtuel ou robotique.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-07-12 17:31:09";http://cordis.europa.eu/result/rcn/182982_fr.html
brief;182982;;"Prawdziwe życie spotyka science fiction";;"Wielu czytelników zna zapewne filmy Awatar i Surogaci, w sposób niezwykle widowiskowy kreślące wizję przyszłości, w której zaciera się granica między ""rzeczywistością wirtualną"" (VR) i światem realnym. Uczestnicy pewnego unijnego projektu przybliżyli nas do urzeczywistnienia tej wizji, opracowując urządzenie, które nazwano Embodiment Station (""konsola ucieleśniająca""), za pomocą którego ludzie mogą ""poruszać się"" w ciele wirtualnym lub robotycznym.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-07-12 17:36:51";http://cordis.europa.eu/result/rcn/182982_pl.html
brief;182982;;"La vita reale incontra la fantascienza: la stazione di embodiment";;"Vi ricordate i film “Avatar” e “Il mondo dei replicanti” con il loro strabiliante punto di vista su ciò che un giorno potrebbe colmare il divario tra “realtà virtuale” (VR) e realtà “reale”? Un progetto finanziato dall’UE si è avvicinato a questa visione del futuro sviluppando una “Embodiment Station” (stazione di incarnazione) attraverso la quale le persone possono essere trasportate in un corpo virtuale o robotico.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-07-12 17:31:13";http://cordis.europa.eu/result/rcn/182982_it.html
